UMD_ID_0000\日本語名\英語名
ULJS-00060\大都技研公式パチスロシミュレーター 吉宗 PORTABLE\Daito Giken Pachi-Slot Simulator - Yoshimune Porta
UCJS-10036\カズオ\Kazuo
ULJM-05081\コロコロ ころん\Koro Koro!! Kollon
ULJM-05094\MYST(ミスト)\Myst
ULJM-05128\ぼくは航空管制官 エアポートヒーロー成田\Boku wa Koukuu Kanseikan - Airport Hero Narita
ULJM-05137\リサと一緒に大陸横断 ～A列車で行こう～\Lisa to Isshoni Tairiku Oudan - A Ressha de Ikou
UCJS-10038\ぼくのなつやすみ ポータブル\Boku no Natsuyasumi Portable
ULJM-05123\ぐるみん\Gurumin
ULJS-00048\鉄拳 ダーク・リザレクション\Tekken - Dark Resurrection
UCJS-10024\ブレイブ ストーリー 新たなる旅人\Brave Story - Aratanaru Tabibito
ULJM-05149\カーズ\Cars
UCJS-10041\LocoRoco(ロコロコ)\Loco Roco
ULJM-05139\ジュクゴン\Jukugon
ULJM-05106\天外魔境 第四の黙示録\Tengai Makyou - Daiyon no Mokushiroku
ULJS-00074\クイズ機動戦士ガンダム 問戦士DX\Quiz Kidou Senshi Gundam - Monsenshi DX
ULJM-05144\ファインダーラブ 工藤里紗 ファーストショットは君と。(通常版)\Finder Love - Kudo Risa - First Shoot wa Kimi to
ULJM-05142\NANA すべては大魔王のお導き！？\Nana - Subete wa Daimaou no Omichibiki
UCJS-10042\BLEACH～ヒート・ザ・ソウル3～\Bleach - Heat the Soul 3
ULJS-00070\キングスフィールド アディショナル I\King's Field - Additional I
ULJM-05034\ボンバーマンポータブル\Bomberman - Portable
ULJS-00069\ウルトラマン Fighting Evolution 0\Ultraman - Fighting Evolution 0
ULJS-00031\ポータブル・アイランド 手のひらのリゾート\Portable Island - Tenohira Resort
ULJM-05145\ファインダーラブ ほしのあき 南国トラブル ランデブー(通常版)\Finder Love - Hoshino Aki - Nangoku Trouble Rendez
ULJS-00045\ダービースタリオンP\Derby Stallion P
ULJM-05152\電車でGO! ポケット 東海道線編\Densha de Go! Pocket Tokaido-sen Hen
ULJM-05147\極魔界村\Goku Makaimura
ULJS-00054\EVERY EXTEND EXTRA エブリ エクステンド エクストラ\Every Extend Extra
ULJS-00065\SDガンダム GGENERATION PORTABLE\SD Gundam G Generation Portable
ULJM-05138\Carnage Heart PORTABLE(カルネージハート ポータブル)\Carnage Heart Portable
ULJS-00053\SIMPLE2500 #3 THE どこでも推理 ～IT探偵 全68の事件簿～\SIMPLE2500 #3 The Doko Demo Suiri
ULJM-05143\ファインダーラブ 原史奈 ふたりの ふたりで・・・。(通常版)\Finder Love - Hara Fumina - Futari no Futari de
ULJM-05052\くりぃむしちゅーも観ながらいろいろゴチャゴチャ言ってますけども・・・笑いのタマゴLサイズ(おひとり様\Warai no Tamago L Size
UCJS-10018\攻殻機動隊 STAND ALONE COMPLEX -狩人の領域-\Koukaku Kidoutai - Stand Alone Complex Kariudo no 
ULJM-05140\ナンプレ&お絵かきパズル\Numpla & Oekaki Puzzle
ULJM-05153\実戦パチスロ必勝法! 北斗の拳SE ポータブル\Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE Por
ULJM-05141\FIFAストリート2\FIFA Street 2
ULJS-00067\山佐Digiポータブル 祭の達人 ウィンちゃんの夏祭り\Yamasa Digi Portable - Matsuri no Tatsujin
ULJS-00072\RAIN WONDER TRIP(レイン ワンダー トリップ)【限定版】\Rain Wonder Trip - Limited Edition
UCJS-10033\TALKMAN EURO ～トークマン ヨーロッパ言語版～(マイクロホン同梱版)\TalkMan Euro (with Microphone)
ULJM-05095\ウイニングポスト6 2006\Winning Post 6 2006
ULJM-05158\ギルティギア ジャッジメント\Guilty Gear Judgment
UCJS-10043\タマラン\Tama-Run
ULJS-00077\SIMPLE2500 #7 THE どこでも漢字クイズ ～チャレンジ!漢字検定2006～\SIMPLE2500 #7 The Doko Demo Kanji Quiz 2006
ULJS-00078\MotoGP\Moto GP
ULJS-00076\キングスフィールド アディショナルII\King's Field - Additional II
ULJS-00071\パイレーツ・オブ・カリビアン デッドマンズ・チェスト\Pirates of the Caribbean - Dead Man's Chest
ULJM-05157\七田式トレーニング 右脳鍛錬ウノタン ポータブル\Shichida Shiki Training - Unou Tanren Portable
UCJS-10035\TALKMAN (ソフト単体版)\TalkMan
ULJS-00075\ヴァルハラナイツ\Valhalla Knights
ULJM-05165\マイアミ・バイス ザ・ゲーム\Miami Vice - The Game
ULJM-05159\太閤立志伝IV\Taikou Risshiden IV
ULJM-05121\バブルボブル マジカルタワー大作戦!!\Bubble Bobble - Magical Tower Daisakusen
ULJM-05104\カプコン クラシックス コレクション\Capcom Classics Collection
ULJS-00079\テイルズ オブ ファンタジア -フルボイスエディション\Tales of Phantasia - Full Voice Edition
ULJS-00081\太鼓の達人 ぽ～たぶる2\Taiko no Tatsujin Portable 2
UCJS-10044\BLOOD+ファイナルピース\Blood+ Final Peace
ULJM-05161\カンガエル EXIT\Kangaeru EXIT
ULJS-00059\パイロットになろう!フライングオールスターズ\Pilot Ni Narou! Flying All Stars
ULJS-00073\RAIN WONDER TRIP\Rain Wonder Trip
ULJS-00080\リッジレーサーズ2\Ridge Racers 2
ULJM-05151\遊戯王デュエルモンスターズGX タッグフォース\Yu-Gi-Oh! Duel Monsters GX Tag Force
ULJM-05174\もえがく＠ポータブル\Moegaku Portable
ULJS-00064\新世紀エヴァンゲリオン2 造られしセカイ -another cases-[通常版]\Shinseiki Evangelion 2 Tsukurareshi Sekai Normal E
ULJS-00021\バウンティハウンズ\Bounty Hounds
ULJS-00068\ブロックス倶楽部ポータブルwithバンピートロット\Blokus Club Portable with Bumpy Trot
ULJM-05150\METAL GEAR SOLID BANDE DESSINEE\Metal Gear Solid - Bande Dessinee
ULJM-05172\クロニクル オブ ダンジョンメーカー\Chronicle of Dungeon Maker
ULJM-05170\英雄伝説 空の軌跡FC\Eiyuu Densetsu - Sora no Kiseki FC
ULJM-05176\アストニシア ストーリー\Astonishia Story
ULJS-00082\フィッシュアイズ ポータブル\Fish Eyes Portable
ULJM-05175\ふしぎ遊戯 玄武開伝 外伝 鏡の巫女\Fushigi Yuugi - Genbu Kaiden Gaiden - Kagami no Mi
ULJM-05125\ボクサーズロード2 ザ・リアル\Boxer's Road 2 - The Real
ULJS-00083\ガンダムバトルロワイヤル\Gundam Battle Royale
ULJM-05171\ぼくは航空管制官 エアポートヒーロー那覇\Boku wa Koukuu Kanseikan - Airport Hero Naha
ULJM-05136\雀・三國無双\Jan Sangoku Musou
ULJM-05169\プリンセスメーカー4 ポータブル\Princess Maker 4 Portable
ULJM-05103\エキサイティングプロレス7 SMACKDOWN!vs.RAW 2006\Exciting Pro Wrestling 7 - SmackDown! vs. RAW 2006
ULJM-05184\プラネタリウムクリエイター 大平貴之監修 ホームスター ポータブル\Homestar Portable
UCJS-10047\天地の門2 ～武双伝～\Tenchi no Mon 2 - Busouden
ULJM-05179\アントールドレジェンド ウォーリアーズ・コード\Untold Legends - The Warrior's Code
ULJM-05035\忍道 焔\Shinobido Homura
ULJM-05162\スペクトラル VS ジェネレーション\Spectral vs Generation
ULJM-05102\SPIDER-MAN 2\Spider-Man 2
ULJS-00086\エースコンバットX スカイズ・オブ・デセプション\Ace Combat X - Skies of Deception
UCJB-98012\ちょっとショット\Chotto Shot
ULJM-05186\ヘブンズウィル\Heaven's Will
ULJM-05187\ヴルカヌス\Vulcanus - Seek & Destroy
ULJM-05146\数独 SUDOKU\Sudoku
ULJS-00084\SIMPLE2500 #8 THEどこでもギャル麻雀\SIMPLE2500 #8 The Dokodemo Girl Mahjong
UCJS-10048\ジャンヌ・ダルク\Jeanne d'Arc
ULJM-05188\Riviera ～約束の地リヴィエラ～\Riviera - Yakusoku no Chi
ULJS-00066\ぷらすぷらむ2 again\Plus Plum 2 Again Portable
ULJS-00089\魔界戦記ディスガイア PORTABLE 通常版\Makai Senki DisGaea Portable
ULJM-05167\己のダンジョン\Onore no Dungeon - Desire and Adventurous Spirit
ULJM-05185\悪代官漫遊記\Akudaikan Manyuuki
ULJM-05189\ソニーコンピュータサイエンス研究所 茂木健一郎博士監修 脳に快感 みんなでアハ体験!\Mogi Hakase Kanshuu - Nou ni Kaikan - Minna de Aha
ULJM-05178\パワーストーン ポータブル\Power Stone Portable
UCJS-10032\サルゲッチュ ピポサルレーサー\Saru Get You - Piposaru Racer
UCJS-10046\パラッパラッパー\PaRappa The Rapper
ULJM-05163\麻雀格闘倶楽部 全国対戦版\MAH-JONG FIGHT CLUB - Zenkoku Taisenban
ULJM-05132\ワールドサッカーウイニングイレブン 10 ユビキタスエヴォリューション\World Soccer Winning Eleven 10 - Ubiquitous Editio
ULJM-05201\京都大学 阿辻哲次教授監修 財団法人日本漢字能力検定協会協力 漢字トレーナーポータブル\Atsuji Tetsuji Kyouju Kanshuu - Kanji Trainer Port
ULJM-05205\大戦略 ポータブル2\Daisenryaku Portable 2
ULJM-05180\トゥームレイダー： レジェンド\Tomb Raider - Legend
ULJS-00088\魔界戦記ディスガイア PORTABLE 初回限定版\Makai Senki DisGaea Portable (Shokai Genteiban)
ULJS-00091\MAPLUS ポータブルナビ(GPSレシーバー同梱版)\Maplus - Portable Navi - GPS Receiver Doukonban
ULJS-00028\こみっくパーティーポータブル 【通常版】\Comic Party Portable
ULJS-00093\テイルズ オブ ザ ワールド レディアント マイソロジー\Tales of The World - Radiant Mythology
ULJM-05193\METAL GEAR SOLID PORTABLE OPS\Metal Gear Solid - Portable Ops
ULJM-05204\ニード・フォー・スピード カーボン オウン・ザ・シティ\Need for Speed Carbon - Own the City
UCJS-10045\Formula One 2006 Portable\Formula 1 - 06 Portable
UCJS-10040\P-kara(ピーカラ)\P-Kara
ULJM-05160\TOCA RACE DRIVER 2 ULTIMATE RACING SIMULATOR\ToCA Race Driver 2 - The Ultimate Racing Simulator
ULJS-00092\MAPLUS ポータブルナビ(ソフト単品)\Maplus - Portable Navi (Soft only)
UCJB-98010\-どこでもいっしょ- レッツ学校!（お勉強パック）\Doko Demo Issho - Let's Gakkou! (Obenkyou Pack)
ULJS-00085\グンペイ リバース\Gunpey-R
ULJM-05218\ウィザードリィ エンパイアIII ～覇王の系譜～\Wizardry Empire III - Haou no Keifu
ULJM-05202\M.A.C.H. Modified Air Combat Heroes(マッハ モディファイド エア\M.A.C.H. - Modified Air Combat Heroes
ULJM-05191\FIFA 07\FIFA 07
UCJS-10051\TALKMAN式 しゃべリンガル英会話(ソフト単体版)\TalkMan Shiki - Shabilingual Eikaiwa
UCJS-10050\TALKMAN式 しゃべリンガル英会話(マイクロホン同梱版)\TalkMan Shiki - Shabilingual Eikaiwa (with Microph
ULJM-05217\LOST REGNUM(ロストレグナム)～魔窟の皇帝～\Lost Regnum - Makutsu no Koutei
ULJM-05220\パロディウス PORTABLE\Parodius Portable
ULJM-05219\沙羅曼蛇 PORTABLE\Salamander Portable
ULJM-05221\ツインビー PORTABLE\TwinBee Portable
ULJM-05173\麻雀覇王ポータブル 雀荘バトル\Mahjong Haoh Portable - Jansou Battle
ULJS-00087\インテリジェント ライセンス 2\Intelligent License 2
ULJM-05190\NBAライブ 07\NBA Live 07
ULJS-00095\Routes PORTABLE\Routes Portable
ULJM-05168\視て聴いて脳で感じて クロスワード天国\Mite Kiite Nou de Kanjite Crossword Tengoku
ULJM-05155\イース -ナピシュテムの匣- 特別版\Ys - Napishtim no Hako (Special Edition)
ULJM-05212\ザ・シムズ2 ペット ワンニャンライフ\The Sims 2 - Pet Wan Nyan Life
ULJS-00094\Routes PORTABLE（機能限定版）\Routes Portable (Kinou Genteiban)
ULJM-05213\メダル オブ オナー ヒーローズ\Medal of Honor - Heroes
ULJS-00099\NEWレインボーアイランド ハーディガーディ大冒険!!\New Rainbow Island - Hurdy Gurdy Daibouken!!
ULJM-05232\ルミネスII\Lumines II
ULJS-00097\テイルズ オブ デスティニー2\Tales of Destiny 2
ULJM-05203\Kanon\Kanon
ULJM-05156\モンスターハンターポータブル 2nd\Monster Hunter Portable 2nd
