UMD_ID_0000\日本語名\英語名
ULJS-00001\リッジレーサーズ\Ridge Racers
ULJM-05005\ヴァンパイア クロニクル ザ カオス タワー\Vampire Chronicle - The Chaos Tower
ULJM-05008\ニード・フォー・スピード アンダーグラウンド ライバルズ\Need for Speed - Underground Rivals
ULJM-05011\パズルボブルポケット\Puzzle Bobble Pocket
ULJM-05001\METAL GEAR AC!D\Metal Gear Ac!d
ULJM-05003\真・三國無双\Shin Sangoku Musou
UCJS-10001\みんなのGOLF ポータブル\Minna no Golf Portable
ULJS-00005\ルミネス-音と光の電飾パズル-\Lumines
ULJS-00006\蒼穹のファフナー\Soukyuu no Fafner
ULJS-00012\ナムコミュージアム\Namco Museum
ULJS-00002\ことばのパズル もじぴったん大辞典\Kotoba no Puzzle - Mojipittan Daijiten
UCJM-95401\みんなのGOLFポータブル（コカ・コーラスペシャルエディション）\Minna no Golf Portable - Coca-Cola SE
ULJS-00015\テイルズ オブ エターニア\Tales of Eternia
ULJM-05007\ぷよぷよフィーバー\Puyo Puyo Fever
ULJM-05017\首都高バトル\Shutokou Battle
ULJS-00010\ころん KOLLON\Kollon
UCJS-10003\ピポサルアカデミ～ア どっさり!サルゲ～大全集\Piposaru Academia - Dossari! Sarugee Daizenshu
UCJS-10008\BLEACH ヒート・ザ・ソウル\Bleach - Heat the Soul
ULJM-05002\麻雀格闘倶楽部\MAH-JONG FIGHT CLUB
UCJS-10007\WIPEOUT PURE(ワイプアウトピュア)\Wipeout Pure
ULJM-05016\三國志V\San Goku Shi V
ULJM-05015\スペースインベーダー ポケット\Space Invaders - Pocket
ULJS-00003\アーマード・コア フォーミュラフロント\Armored Core - Formula Front
ULJM-05013\新天魔界 ～GOCIV アナザサイド～\Generation of Chaos IV - Another Side
ULJM-05006\煉獄 THE TOWER OF PURGATORY\Rengoku - The Tower of Purgatory
ULJS-00016\英雄伝説 ガガーブトリロジー 朱紅い雫\Eiyuu Densetsu Gagharv Trilogy - Akai Shizuku
ULJS-00014\インテリジェント・ライセンス\Intelligent License
UCJS-10004\サルゲッチュP!\Saru Get Chu! P!
ULJS-00011\アドベンチャープレイヤー\Adventure Player
UCJS-10002\どこでもいっしょ\Doko Demo Issho
ULJM-05020\実戦パチスロ必勝法!北斗の拳 ポータブル\Jissen Pachi-Slot Hisshouhou! Hokuto no Ken Portab
ULJM-05014\ドラスロット 主役は銭形\Dora-Slot - Shuyaku wa Zenigata
ULJS-00008\AI囲碁\AI Igo
UCJS-10006\ダービータイム\Derby Time
ULJS-00017\爆脳 BAKU-NO\Baku-No
ULJM-05023\ボンバーマン ぱにっくボンバー\Bomberman - Panic Bomber
ULJS-00018\天誅 忍大全\Tenchu - Shinobi Taizen
ULJM-05021\戦国キャノン -SENGOKU ACE EPISODE III-\Sengoku Cannon - Sengoku Ace Episode III
ULJM-05026\スターソルジャー\Star Soldier
ULJS-00019\スクールランブル 姉さん事件です!\School Rumble - Anesan Jiken Desu!
UCJS-10005\ポポロクロイス物語～ピエトロ王子の冒険～\PoPoLoCrois Monogatari - Pietro Ouji no Bouken
ULJS-00020\太鼓の達人 ぽ～たぶる\Taiko no Tatsujin Portable
ULJM-05030\ロックマンDASH 鋼の冒険心\Rockman Dash - Hagane no Boukenshin
ULJS-00007\AI麻雀\AI Mahjong
UCJS-10011\【Hg】 ハイドリウム\Hg Hydrium
ULJS-00004\英雄伝説 ガガーブトリロジー 白き魔女\Eiyuu Densetsu Gagharv Trilogy - Shiroki Majo
UCJS-10013\やるドラ ポータブル 季節を抱きしめて\Yarudora Portable - Kisetsu wo Dakishimete
UCJS-10012\やるドラ ポータブル ダブルキャスト\Yarudora Portable - Double Cast
ULJS-00022\機動戦士ガンダム ギレンの野望 ジオンの系譜\Gundam - Gihren no Yabou - Zeon no Keifu
ULJM-05012\Mobile Train Simulator + 電車でGO! 東京急行編\Mobile Train Simulator + Densha de GO! Tokyo Kyuuk
ULJM-05018\遙かなる時空の中で 彩絵手箱\Harukanaru Toki no Nakade - Iroetebako
ULJM-05028\実話怪談 『新耳袋』 一ノ章\Jitsuwa Kaidan - Shinmimi Bukuro - Ichi no Shou
ULJS-00009\AI将棋\AI Shogi
ULJM-05027\ドラスロット 巨人の星II\Dora-Slot - Bakuenchi! Kyoujin no Hoshi II
ULJS-00013\彼岸島\Higanjima
ULJM-05004\麻雀大会\Mahjong Taikai
UCJS-10010\天地の門\Tenchi no Mon
ULJM-05029\ブレス オブ ファイア III\Breath of Fire III
ULJM-05031\Twelve ～戦国封神伝～\Twelve - Sengoku Fuushinden
UCJS-10015\やるドラ ポータブル 雪割りの花\Yarudora Portable - Yukiwari no Hana
UCJS-10014\やるドラ ポータブル サンパギータ\Yarudora Portable - Sampaguita
ULJM-05010\タイガー・ウッズ PGA TOUR(R)\Tiger Woods PGA Tour
ULJM-05019\遙かなる時空の中で2\Harukanaru Toki no Nakade 2
UCJS-10017\BLEACH ～ヒート・ザ・ソウル2～\Bleach - Heat the Soul 2
ULJM-05032\信長の野望・天翔記\Nobunaga no Yabou - Tenshoki
ULJM-05037\ロックマンDASH2 エピソード2 大いなる遺産\Rockman Dash 2
ULJM-05033\ワールドサッカー ウイニングイレブン9 ユビキタスエボリューション\Winning Eleven 9 - Ubiquitous Evolution
ULJM-05040\PRINCESS CROWN プリンセスクラウン\Princess Crown
UCJS-10019\Formula One 2005 Portable\Formula 1 - 05 Portable
ULJS-00025\ガンダムバトルタクティクス\Gundam Battle Tactics
ULJM-05045\SPACE INVADERS Galaxy beat スペースインベーダー ギャラクシービート\Space Invaders - Galaxy Beat
ULJM-05042\ギルティギア イグゼクス シャープリロード\Guilty Gear XX #Reload
ULJM-05039\電車でGO! ポケット山手線編\Densha de Go Pocket! - Yamate Sen Hen
ULJS-00024\ギャラリーフェイク\Gallery Fake
ULJM-05025\ピンボール\Pinball
ULJM-05038\三國志VI\San Goku Shi VI
ULJM-05046\NBA ストリート SHOWDOWN\NBA Street Showdown
ULJM-05050\脳力トレーナー ポータブル\Nouryoku Trainer Portable
ULJM-05041\新紀幻想 ～SSII アンリミテッドサイド～\Shinki Gensou - SSII Unlimited Side
ULJS-00026\機動警察パトレイバーかむばっくミニパト\Kidou Keisatsu Patlabor - Kamubakku MiniPato
ULJM-05054\金色のコルダ\Kiniro no Corda
UCJS-10016\福福の島\Fukufuku no Shima
ULJM-05066\モンスターハンターポータブル\Monster Hunter Portable
UCJS-10009\TALKMAN(マイク同梱版)\TalkMan (Microphone Doukonban)
ULJM-05049\バーンアウト レジェンド\Burnout Legends
ULJS-00034\牧場物語 ハーベストムーン ボーイ＆ガール\Bokujou Monogatari - Harvest Moon Boy & Girl
ULJS-19001\アーマード・コア フォーミュラフロント インターナショナル\Armored Core - Formula Front International
ULJM-05071\激・戦国無双\Geki - Sengoku Mesou
ULJM-05047\METAL GEAR AC!D 2\Metal Gear Ac!d 2
ULJM-05043\イレギュラーハンターX\Rockman X - Irregular Hunter
ULJM-05062\EXIT -イグジット-\Exit
ULJM-05074\ジェットでGO! ポケット\Jet de Go Pocket
UCJS-10020\ピポサルアカデミ～ア2 -あいあいサルゲ～ジャンケンバトル!\Piposaru Academia 2
ULJM-05068\大戦略ポータブル\Daisenryaku Portable
UCJS-10022\バイトヘル2000\Beit Hell 2000
ULJS-00033\僕の私の塊魂\Boku no Watashi no Katamari Damacy
ULJS-00027\こみっくパーティポータブル 初回限定版\Comic Party Portable - Shokai Genteiban
ULJM-05036\クラッシュ・バンディクー がっちゃんこワールド\Crash Bandicoot - Gacchanko World
ULJS-00029\KARAKURI\Karakuri
ULMJ-05073\ニード・フォー・スピード モスト・ウォンテッド5・1・0\Need for Speed - Most Wanted 5-1-0
ULJM-05063\SSX On Tour ポータブル\SSX - On Tour Portable
ULJM-05072\信長の野望・将星録\Nobunaga no Yabou - Shouseiroku
ULJM-05058\ぷよぷよフィーバー2【チュー!】\Puyo Puyo Fever 2
ULJM-05075\零式艦上戦闘記 征空王\Zero Shiki Kanjou Sentouki
ULJS-00041\スーパーロボット大戦MX ポータブル\Super Robot Taisen MX Portable
ULJM-05053\真・女神転生デビルサマナー\Shin Megami Tensei - Devil Summoner
ULJS-00032\英雄伝説 ガガーブトリロジー 海の檻歌\Eiyuu Densetsu Gagharv Trilogy - Umi no Kanka
ULJM-05082\ストリートファイターZERO3↑↑(ダブルアッパー)\Street Fighter Zero 3 - Double Upper
ULJM-05009\イース -ナピシュテムの匣-\Ys - Napishtim no Hako
ULJM-05091\グラディウス ポータブル\Gradius Portable
ULJM-05083\三國志VII\San Goku Shi VII
ULJS-00036\中原の覇者 -三国将星伝-\Nakahara no Hasha - Sangoku Shouseiden
ULJM-05084\電車でGO! ポケット 中央線編\Densha de Go! Pocket - Chuuousen Hen
UCJS-10025\やるドラ ポータブル BLOOD THE LAST VAMPIRE\Yarudora Portable - Blood the Last Vampire
ULJM-05098\呪医 Dr.杜馬丈太郎\Jui - Dr. Touma Jotarou
ULJM-05093\頭文字D STREET STAGE\Initial D - Street Stage
ULJM-05086\幻想水滸伝 I&II\Gensou Suikoden I & II
ULJM-05100\実録鬼嫁日記 ～仕打ちに耐える夫の理不尽体験アドベンチャー\Jitsuroku Oniyome Nikki
ULJS-00046\キン肉マン マッスルジェネレーションズ\Kinnikuman - Muscle Generations
ULJS-00047\ナムコミュージアム Vol.2\Namco Museum Vol.2
ULJS-00040\舞-HiME 爆烈！ 風華学園激闘史？！\Mai-Hime Bakuretsu! Fuuka Gakuen Gekitoushi!
UCJS-10026\モンスターキングダム・ジュエルサモナー\Monster Kingdom - Jewel Summoner
ULJM-05101\ヴァルキリープロファイル -レナス-\Valkyrie Profile - Lenneth
ULJS-00038\SIMPLE2500 #2 THE テニス\SIMPLE2500 #2 The Tennis
ULJM-05085\Mobile Train Simulator 京成・都営浅草・京急線\Mobile Train Simulator Keisei - Toei Asakusa - Kei
UCJS-10021\ブレイドダンサー ～千年の約束～\Blade Dancer - Sennen no Yakusoku
UCJS-10027\ダービータイム2006\Derby Time 2006
ULJM-05069\ドラスロット 沖スロ王! パイオニア12\Dora-Slot - Oki-Slot-Ou! Pioneer 12
ULJM-05099\大江戸千両箱\Ooedo Senryoubako
ULJS-00052\大都技研公式パチスロシミュレーター 押忍!番長 PORTABLE\Daito Giken Pachi-Slot Simulator - Ossu! Banchou P
ULJM-05097\パースートフォース～大追跡～\Pursuit Force - Daitsuiseki
ULJM-05079\Power Smash New generation\Power Smash - New Generation
ULJS-00035\流行り神 PORTABLE 警視庁怪異事件ファイル\Hayarigami Portable - Keishichou Kaii Jiken File
ULJS-00037\SIMPLE2500 #1 THE テーブルゲーム\SIMPLE2500 #1 The Table Game
ULJM-05044\ロックマンロックマン\Rockman Rockman
ULJM-05067\くるくるカメレオン\KuruKuru Chameleon
ULJM-05108\アイシールド21 Portable Edition\Eyeshield 21 - Portable Edition
ULJM-05061\FIFA 06\FIFA 06
ULJM-05088\フランティックス きらきら謎解き大冒険\Frantix - Kirakira Nazotoki Daibouken
ULJM-05092\ギャンブル コンファイト\Gamble Con Fight
ULJM-05064\NBA LIVE 06\NBA Live 06
ULJM-05070\最強 東大将棋 ポータブル\Saikyou Toudai Shogi Portable
ULJM-05059\タイガー・ウッズ PGA TOUR 06\Tiger Woods PGA Tour 06
ULJM-05078\ときめきメモリアル ～forever with you～\Tokimeki Memorial - Forever With You
ULJM-05109\サクラ大戦1&2\Sakura Taisen 1 & 2
ULJM-05114\WRC - FIA World Rally Championship\WRC - FIA World Rally Championship
UCJS-10028\レミングス\Lemmings
UCJS-10031\XI コロシアム\XI Coliseum
ULJM-05024\CODED ARMS\Coded Arms
ULJS-00039\SIMPLE2500 #4 THE 右脳ドリル\SIMPLE2500 #4 The Unou Drill
UCJS-10030\ボンバーマン 爆風戦隊ボンバーメ～ン\Bomberman - Bakufuu Sentai Bombermen
ULJS-00050\ビズ体験シリーズ 起業道\Biz Taiken Series - Kigyodo
UCJS-10029\I.Q. Mania\I.Q. Mania
ULJM-05080\ビューティフルジョー バトルカーニバル\Viewtiful Joe - Battle Carnival
ULJM-05022\信長の野望・烈風伝 with パワーアップキット\Nobunaga no Yabou - Reppuuden with Power Up Kit
ULJM-05096\大航海時代IV ～ROTA NOVA～\Daikoukai Jidai IV - Rota Nova
ULJM-05113\真・三國無双2nd Evolution\Shin Sangoku Musou - 2nd Evolution
ULJM-05087\UNTOLD LEGENDS ～ウナタカの勇剣～\Untold Legends - Brotherhood of the Blade
ULJS-00055\NARUTO-ナルト- ナルティメットポータブル 無幻城の巻\Naruto - Narutimete Portable - Mugenjou no Maki
ULJM-05120\電車でGO! ポケット大阪環状線編\Densha de Go! Pocket - Osaka Kanjousen Hen
ULJM-05077\実況パワフルプロ野球ポータブル\Jikkyou Powerful Pro Yakyuu Portable
ULJS-00056\交響詩篇エウレカセブン\Koukyou Shihen - Eureka Seven
ULJM-05060\スター・ウォーズ バトルフロントII\Star Wars - Battlefront II
ULJS-00058\SIMPLE2500 #6 THE 戦車\SIMPLE2500 #6 The Sensha
ULJM-05116\ウルトラパズルボブル ポケット\Ultra Puzzle Bobble Pocket
ULJM-05057\上海\Shanghai
ULJM-05112\実戦パチスロ必勝法! アラジン2エボリューション ポータブル\Jissen Pachi-Slot Hisshouhou! Aladdin 2 Evolution 
ULJM-05107\メガミの笑壺\Megami no Etsubo
ULJM-05089\グリップシフト\Gripshift
ULJM-05065\ザ・シムズ2 Dr.ドミニクの陰謀\The Sims 2
ULJM-05115\本格四人打プロ麻雀 麻雀王 PORTABLE\Honkaku Yonin Uti Mahjong - Mahjong-Ou Portable
ULJS-00049\ドラゴンボールZ 真武道会\Dragon Ball Z - Shin Budokai
ULJS-00057\SIMPLE2500 #5 THE ブロックくずしクエスト ～Dragon Kingdam～\SIMPLE2500 #5 The Block Kuzushi Quest
ULJS-00051\みんなの地図\Minna no Chizu
ULJS-00063\イノセントライフ ～新牧場物語\Innocent Life - Shin Bokujou Monogatari
ULJS-00061\新世紀エヴァンゲリオン2 造られしセカイ -another cases-[10周年記念メモリアルBO\Shinseiki Evangelion 2 Tsukurareshi Sekai Limited 
ULJS-00062\舞-HiME 鮮烈! 真 風華学園激闘史!!\Mai-Hime Senretsu! Shin Fuuka Gakuen Gekitoushi!!
ULJM-05055\煉獄弐 the stairway to H.E.A.V.E.N.\Rengoku II - The Stairway to H.E.A.V.E.N.
ULJM-05122\THE DOG HAPPY LIFE\The Dog - Happy Life
ULJM-05127\ドラゴンクエスト&ファイナルファンタジー in いただきストリート ポータブル\Dragon Quest & Final Fantasy in Itadaki Street Por
ULJS-00042\マグナカルタ ポータブル\Magna Carta Portable
ULJM-05124\イーディス メモリーズ ～新天魔界 GOCV～\Aedeus Memories Shinten Makai - GOC V
UCJS-10034\TALKMAN EURO ～トークマン ヨーロッパ言語版～(ソフト単体版)\Talkman Euro (Soft only)
ULJM-05110\かまいたちの夜2 特別篇\Kamaitachi no Yoru 2 - Tokubetsuhen
ULJM-05126\脳力トレーナー ポータブル 2\Nouryoku Trainer Portable 2
ULJM-05129\007 ロシアより愛をこめて\007 - Russia Yori Ai wo Komete
UCJS-10039\-どこでもいっしょ- レッツ学校!\Doko Demo Issho - Let's Gakkou!
ULJM-05076\タイトーメモリーズ ポケット\Taito Memories Pocket
ULJM-05135\ソニーコンピュータサイエンス研究所 茂木健一郎博士監修 脳に快感 アハ体験!\Mogi Hakase Kanshuu - Nou ni Kaikan - Aha Taiken
ULJM-05133\2006 FIFA ワールドカップドイツ大会\FIFA World Cup - Germany 2006
ULJM-05130\ギタルマン ライブ!\Gitaroo-Man Lives!
ULJM-05111\街 ～運命の交差点～ 特別篇\Machi - Unmei no Kosaten Tokubetsu Hen
